,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,6,0,9,12,1.0,5.0,351.0,103.0,294.0,4.0,5.0,11.0,14.0,8.0,14.0,294.0,108.0,188.0,10.0,20.0,1.0,13.0,15.0,8.0,232.0,195.0,118.0,17.0,16.0,4.0,11.0,3.0,14.0,427.0,134.0,203.0,12.0,8.0,7.0,12.0,14.0,12.0,19.0,108.0,216.0,11.0,5.0,9.0,10.0,4.0,3.0,309.0,198.0,13.0,24.0,7.0,16.0,6.0,3.0,14.0,366.0,74.0,110.0,10.0,11.0,12.0,14.0,4.0,15.0,128.0,93.0,190.0,8.0,3.0,5.0,11.0,4.0,4.0,416.0,166.0,119.0,27.0,9.0,0.0,2.0,17.0,17.0,264.0,11.0,82.0,46762.44963663057
0,11,7,20,15,8.0,15.0,324.0,105.0,238.0,10.0,19.0,20.0,1.0,8.0,16.0,197.0,36.0,199.0,13.0,6.0,1.0,4.0,10.0,13.0,373.0,173.0,127.0,15.0,15.0,11.0,7.0,13.0,14.0,205.0,112.0,127.0,10.0,7.0,11.0,6.0,13.0,15.0,243.0,151.0,244.0,13.0,7.0,11.0,10.0,5.0,17.0,190.0,51.0,110.0,16.0,13.0,9.0,13.0,13.0,1.0,58.0,79.0,250.0,16.0,0.0,15.0,2.0,9.0,6.0,411.0,182.0,145.0,10.0,17.0,12.0,16.0,16.0,15.0,39.0,19.0,119.0,27.0,11.0,10.0,12.0,14.0,2.0,547.0,16.0,57.0,44258.31227254537
0,6,20,19,2,8.0,17.0,572.0,12.0,284.0,10.0,17.0,18.0,8.0,8.0,7.0,380.0,120.0,162.0,21.0,6.0,1.0,4.0,7.0,7.0,291.0,173.0,286.0,27.0,15.0,11.0,7.0,1.0,6.0,465.0,90.0,127.0,27.0,7.0,8.0,14.0,11.0,15.0,60.0,154.0,248.0,18.0,18.0,15.0,3.0,5.0,17.0,190.0,51.0,217.0,5.0,13.0,18.0,2.0,3.0,1.0,385.0,123.0,91.0,16.0,0.0,12.0,17.0,9.0,7.0,360.0,171.0,224.0,11.0,17.0,12.0,16.0,14.0,6.0,231.0,151.0,283.0,2.0,11.0,2.0,10.0,5.0,2.0,198.0,16.0,187.0,55684.40793129826
0,6,8,15,12,20.0,13.0,400.0,103.0,150.0,26.0,10.0,3.0,14.0,13.0,3.0,439.0,95.0,106.0,28.0,15.0,3.0,5.0,5.0,5.0,437.0,195.0,75.0,16.0,11.0,6.0,11.0,3.0,6.0,420.0,147.0,284.0,5.0,9.0,4.0,2.0,9.0,5.0,467.0,25.0,89.0,15.0,9.0,19.0,8.0,7.0,4.0,486.0,140.0,13.0,9.0,10.0,16.0,14.0,3.0,10.0,349.0,28.0,122.0,10.0,12.0,12.0,14.0,8.0,4.0,302.0,93.0,269.0,8.0,0.0,5.0,14.0,4.0,4.0,242.0,157.0,200.0,3.0,12.0,10.0,8.0,17.0,14.0,189.0,140.0,76.0,51045.344232933756
0,22,0,13,8,12.0,5.0,364.0,103.0,202.0,14.0,12.0,8.0,11.0,15.0,14.0,166.0,125.0,189.0,21.0,2.0,1.0,15.0,17.0,7.0,317.0,175.0,82.0,23.0,5.0,3.0,5.0,3.0,6.0,423.0,54.0,222.0,26.0,13.0,7.0,12.0,7.0,12.0,216.0,29.0,72.0,6.0,13.0,17.0,13.0,6.0,4.0,352.0,84.0,165.0,13.0,9.0,15.0,7.0,0.0,8.0,360.0,91.0,115.0,15.0,7.0,10.0,0.0,9.0,10.0,163.0,87.0,156.0,2.0,3.0,15.0,8.0,12.0,7.0,258.0,170.0,133.0,6.0,9.0,0.0,5.0,17.0,3.0,236.0,99.0,176.0,43380.82188757509
0,23,6,2,12,12.0,5.0,68.0,78.0,294.0,0.0,11.0,3.0,12.0,13.0,0.0,27.0,122.0,172.0,10.0,9.0,11.0,13.0,5.0,8.0,402.0,144.0,82.0,30.0,17.0,6.0,4.0,3.0,14.0,408.0,140.0,159.0,0.0,6.0,20.0,17.0,17.0,6.0,396.0,96.0,179.0,17.0,0.0,17.0,0.0,16.0,1.0,346.0,182.0,299.0,26.0,8.0,15.0,8.0,13.0,0.0,584.0,49.0,212.0,25.0,11.0,14.0,15.0,6.0,12.0,323.0,159.0,215.0,24.0,11.0,17.0,20.0,10.0,4.0,70.0,170.0,38.0,8.0,5.0,0.0,14.0,15.0,0.0,393.0,14.0,71.0,745761.9834610736
0,22,0,9,18,4.0,9.0,351.0,110.0,94.0,19.0,13.0,12.0,14.0,20.0,3.0,202.0,131.0,188.0,10.0,4.0,0.0,15.0,12.0,5.0,326.0,195.0,100.0,9.0,13.0,12.0,6.0,13.0,16.0,256.0,147.0,218.0,13.0,17.0,7.0,12.0,15.0,9.0,216.0,105.0,206.0,9.0,2.0,14.0,1.0,13.0,1.0,578.0,27.0,13.0,16.0,18.0,16.0,7.0,3.0,6.0,366.0,55.0,127.0,17.0,8.0,5.0,14.0,7.0,12.0,436.0,86.0,139.0,0.0,15.0,18.0,17.0,2.0,0.0,268.0,21.0,178.0,4.0,6.0,6.0,14.0,6.0,12.0,189.0,144.0,96.0,44628.58637286266
0,14,3,17,2,7.0,18.0,402.0,122.0,23.0,23.0,2.0,3.0,7.0,8.0,18.0,568.0,144.0,47.0,0.0,16.0,4.0,4.0,7.0,15.0,7.0,20.0,258.0,25.0,7.0,19.0,19.0,6.0,0.0,206.0,145.0,290.0,28.0,12.0,4.0,8.0,11.0,2.0,187.0,151.0,171.0,5.0,7.0,5.0,3.0,10.0,15.0,596.0,18.0,217.0,10.0,13.0,9.0,10.0,3.0,13.0,415.0,141.0,201.0,26.0,15.0,16.0,15.0,9.0,7.0,488.0,21.0,74.0,3.0,13.0,12.0,3.0,15.0,20.0,244.0,131.0,193.0,27.0,3.0,8.0,19.0,6.0,8.0,198.0,87.0,244.0,54252.404666407674
0,21,20,17,4,4.0,15.0,312.0,59.0,278.0,10.0,10.0,20.0,7.0,14.0,12.0,354.0,36.0,240.0,21.0,15.0,5.0,4.0,10.0,3.0,72.0,160.0,206.0,22.0,15.0,19.0,6.0,5.0,8.0,289.0,172.0,227.0,23.0,7.0,8.0,4.0,7.0,1.0,415.0,149.0,244.0,18.0,9.0,8.0,19.0,11.0,13.0,184.0,69.0,148.0,11.0,4.0,15.0,0.0,9.0,2.0,58.0,54.0,233.0,15.0,0.0,9.0,9.0,1.0,8.0,29.0,149.0,106.0,2.0,16.0,17.0,15.0,12.0,15.0,350.0,25.0,200.0,16.0,8.0,1.0,8.0,16.0,10.0,208.0,41.0,111.0,47843.820849424665
0,16,2,12,3,13.0,10.0,494.0,119.0,279.0,19.0,10.0,18.0,5.0,15.0,8.0,453.0,163.0,126.0,28.0,6.0,13.0,11.0,8.0,20.0,24.0,152.0,72.0,11.0,0.0,9.0,1.0,14.0,19.0,600.0,144.0,63.0,16.0,9.0,13.0,18.0,15.0,7.0,99.0,72.0,149.0,4.0,2.0,5.0,13.0,17.0,10.0,159.0,116.0,273.0,10.0,15.0,14.0,19.0,1.0,16.0,56.0,29.0,251.0,17.0,18.0,15.0,18.0,13.0,8.0,444.0,154.0,9.0,12.0,13.0,20.0,9.0,6.0,1.0,234.0,39.0,35.0,18.0,6.0,6.0,1.0,10.0,11.0,572.0,55.0,179.0,53407.60979871785
0,23,15,9,3,3.0,18.0,371.0,113.0,208.0,1.0,10.0,18.0,8.0,3.0,17.0,389.0,61.0,126.0,20.0,7.0,14.0,7.0,2.0,7.0,30.0,152.0,233.0,22.0,12.0,15.0,1.0,5.0,20.0,524.0,105.0,47.0,16.0,15.0,13.0,18.0,0.0,0.0,415.0,117.0,262.0,6.0,13.0,7.0,13.0,18.0,18.0,350.0,75.0,149.0,13.0,15.0,16.0,8.0,13.0,13.0,58.0,170.0,168.0,18.0,15.0,16.0,8.0,10.0,11.0,149.0,154.0,117.0,8.0,9.0,8.0,9.0,6.0,11.0,466.0,32.0,73.0,23.0,6.0,12.0,10.0,2.0,9.0,541.0,42.0,40.0,53873.34769538499
0,24,5,8,3,3.0,14.0,231.0,30.0,256.0,14.0,14.0,10.0,1.0,0.0,15.0,87.0,120.0,76.0,5.0,7.0,12.0,10.0,19.0,3.0,368.0,105.0,137.0,24.0,16.0,15.0,16.0,5.0,1.0,174.0,185.0,185.0,8.0,18.0,13.0,18.0,0.0,20.0,476.0,124.0,179.0,6.0,2.0,16.0,7.0,20.0,4.0,347.0,194.0,119.0,4.0,15.0,4.0,13.0,12.0,13.0,56.0,47.0,125.0,19.0,18.0,14.0,16.0,4.0,10.0,29.0,140.0,98.0,12.0,14.0,7.0,16.0,14.0,11.0,476.0,47.0,224.0,1.0,6.0,14.0,1.0,6.0,20.0,572.0,116.0,118.0,193111.7351122114
0,18,18,9,3,3.0,17.0,423.0,111.0,156.0,17.0,10.0,18.0,5.0,10.0,16.0,389.0,123.0,76.0,5.0,19.0,15.0,11.0,3.0,4.0,30.0,152.0,97.0,21.0,10.0,12.0,1.0,6.0,18.0,533.0,179.0,63.0,15.0,17.0,13.0,15.0,0.0,3.0,471.0,73.0,19.0,7.0,17.0,5.0,4.0,15.0,18.0,315.0,75.0,215.0,9.0,4.0,0.0,4.0,12.0,13.0,191.0,34.0,168.0,17.0,1.0,14.0,9.0,10.0,6.0,77.0,154.0,24.0,19.0,14.0,13.0,5.0,5.0,7.0,65.0,48.0,12.0,10.0,8.0,6.0,10.0,9.0,11.0,571.0,78.0,26.0,50704.16651859088
0,16,18,4,5,2.0,20.0,351.0,166.0,195.0,4.0,18.0,2.0,1.0,0.0,13.0,589.0,36.0,161.0,17.0,16.0,16.0,11.0,0.0,0.0,442.0,137.0,118.0,30.0,1.0,6.0,7.0,17.0,2.0,100.0,173.0,203.0,15.0,0.0,20.0,14.0,19.0,9.0,89.0,85.0,235.0,12.0,0.0,9.0,13.0,4.0,9.0,574.0,36.0,226.0,11.0,4.0,9.0,16.0,4.0,19.0,240.0,149.0,168.0,16.0,1.0,15.0,12.0,4.0,12.0,87.0,121.0,115.0,15.0,18.0,2.0,19.0,11.0,18.0,442.0,60.0,217.0,7.0,14.0,13.0,9.0,5.0,11.0,299.0,69.0,212.0,51844.61929031109
0,24,10,19,1,1.0,5.0,406.0,89.0,89.0,8.0,5.0,1.0,3.0,4.0,3.0,305.0,122.0,124.0,19.0,0.0,3.0,7.0,1.0,3.0,202.0,16.0,182.0,23.0,13.0,7.0,4.0,12.0,16.0,490.0,134.0,143.0,18.0,7.0,6.0,5.0,18.0,5.0,210.0,135.0,216.0,19.0,9.0,10.0,1.0,7.0,6.0,263.0,198.0,225.0,3.0,0.0,14.0,7.0,6.0,3.0,247.0,102.0,23.0,19.0,11.0,12.0,2.0,3.0,10.0,54.0,156.0,293.0,7.0,16.0,12.0,12.0,11.0,17.0,65.0,99.0,169.0,17.0,13.0,13.0,2.0,3.0,17.0,354.0,69.0,82.0,47072.7876198163
0,3,18,2,10,13.0,4.0,595.0,46.0,168.0,30.0,17.0,16.0,5.0,11.0,20.0,304.0,122.0,132.0,19.0,1.0,2.0,11.0,0.0,10.0,276.0,16.0,182.0,23.0,13.0,12.0,7.0,16.0,19.0,100.0,179.0,130.0,18.0,16.0,10.0,5.0,19.0,10.0,210.0,82.0,235.0,4.0,2.0,11.0,11.0,7.0,14.0,362.0,36.0,226.0,3.0,10.0,16.0,7.0,8.0,0.0,297.0,102.0,168.0,16.0,1.0,13.0,13.0,3.0,6.0,233.0,197.0,115.0,3.0,18.0,2.0,9.0,1.0,18.0,372.0,60.0,139.0,17.0,14.0,8.0,17.0,3.0,8.0,352.0,69.0,171.0,53672.16785493871
0,6,18,9,9,4.0,20.0,595.0,10.0,140.0,22.0,17.0,14.0,9.0,0.0,15.0,83.0,172.0,292.0,19.0,0.0,16.0,11.0,0.0,3.0,92.0,189.0,300.0,23.0,13.0,20.0,14.0,17.0,20.0,349.0,179.0,112.0,18.0,2.0,2.0,7.0,9.0,1.0,210.0,141.0,86.0,5.0,14.0,8.0,5.0,3.0,18.0,458.0,36.0,33.0,3.0,8.0,0.0,16.0,6.0,3.0,445.0,200.0,168.0,16.0,0.0,13.0,9.0,19.0,16.0,87.0,174.0,115.0,30.0,18.0,2.0,14.0,18.0,19.0,65.0,60.0,139.0,17.0,2.0,13.0,9.0,3.0,13.0,281.0,90.0,226.0,50262.21264058944
0,25,9,9,3,10.0,10.0,269.0,30.0,94.0,11.0,20.0,1.0,4.0,13.0,16.0,100.0,138.0,105.0,14.0,6.0,18.0,0.0,8.0,4.0,49.0,144.0,266.0,12.0,19.0,13.0,20.0,0.0,16.0,414.0,26.0,33.0,14.0,20.0,0.0,11.0,9.0,3.0,396.0,96.0,235.0,23.0,8.0,15.0,13.0,16.0,1.0,285.0,70.0,58.0,4.0,18.0,6.0,10.0,12.0,3.0,380.0,29.0,212.0,24.0,11.0,17.0,15.0,0.0,19.0,542.0,31.0,233.0,0.0,16.0,3.0,9.0,2.0,20.0,538.0,132.0,225.0,23.0,5.0,16.0,2.0,10.0,14.0,88.0,109.0,172.0,114730.78422300251
0,25,19,12,8,4.0,12.0,212.0,33.0,118.0,15.0,19.0,18.0,12.0,12.0,13.0,361.0,123.0,240.0,14.0,10.0,7.0,4.0,10.0,5.0,271.0,175.0,82.0,30.0,16.0,13.0,4.0,4.0,16.0,256.0,118.0,122.0,26.0,9.0,8.0,17.0,5.0,5.0,270.0,61.0,258.0,16.0,7.0,10.0,6.0,16.0,14.0,352.0,27.0,255.0,20.0,17.0,14.0,8.0,12.0,6.0,293.0,49.0,196.0,19.0,18.0,5.0,20.0,1.0,4.0,323.0,154.0,88.0,13.0,15.0,18.0,20.0,18.0,9.0,70.0,31.0,207.0,3.0,11.0,0.0,3.0,12.0,12.0,213.0,42.0,154.0,53592.20456258101
0,7,15,9,16,13.0,12.0,371.0,80.0,145.0,8.0,3.0,10.0,10.0,14.0,13.0,424.0,180.0,165.0,5.0,11.0,8.0,6.0,5.0,4.0,50.0,113.0,77.0,30.0,20.0,16.0,1.0,1.0,12.0,367.0,177.0,10.0,9.0,6.0,8.0,18.0,1.0,17.0,482.0,139.0,196.0,20.0,12.0,12.0,14.0,9.0,4.0,144.0,95.0,204.0,12.0,7.0,17.0,12.0,18.0,15.0,56.0,29.0,126.0,19.0,2.0,16.0,18.0,0.0,11.0,147.0,179.0,130.0,17.0,14.0,8.0,9.0,17.0,12.0,69.0,99.0,146.0,3.0,17.0,6.0,16.0,12.0,0.0,200.0,54.0,296.0,48541.99758592026
0,20,11,19,5,0.0,8.0,456.0,54.0,57.0,17.0,13.0,11.0,11.0,0.0,16.0,443.0,95.0,125.0,5.0,5.0,8.0,6.0,8.0,13.0,325.0,152.0,87.0,26.0,12.0,2.0,6.0,12.0,12.0,241.0,91.0,49.0,1.0,8.0,3.0,14.0,5.0,5.0,241.0,107.0,86.0,4.0,19.0,14.0,13.0,19.0,13.0,330.0,67.0,14.0,18.0,15.0,0.0,13.0,15.0,14.0,108.0,33.0,168.0,15.0,12.0,17.0,16.0,11.0,16.0,84.0,148.0,148.0,4.0,17.0,14.0,19.0,5.0,12.0,264.0,47.0,77.0,24.0,17.0,10.0,6.0,10.0,11.0,346.0,42.0,232.0,51165.77187420454
0,18,12,3,18,6.0,0.0,133.0,65.0,94.0,21.0,0.0,17.0,1.0,4.0,18.0,556.0,196.0,257.0,11.0,3.0,20.0,18.0,11.0,3.0,116.0,188.0,80.0,23.0,16.0,8.0,9.0,4.0,3.0,426.0,72.0,240.0,1.0,16.0,18.0,5.0,0.0,7.0,408.0,60.0,151.0,4.0,9.0,5.0,9.0,13.0,18.0,426.0,106.0,67.0,0.0,15.0,14.0,20.0,1.0,11.0,417.0,23.0,114.0,17.0,9.0,5.0,13.0,12.0,12.0,441.0,173.0,114.0,2.0,4.0,9.0,7.0,2.0,6.0,497.0,194.0,209.0,5.0,14.0,12.0,0.0,6.0,14.0,250.0,141.0,116.0,281400.5833344422
0,11,8,15,18,13.0,2.0,527.0,91.0,65.0,26.0,17.0,16.0,0.0,3.0,18.0,295.0,192.0,76.0,16.0,11.0,12.0,16.0,0.0,18.0,202.0,152.0,29.0,10.0,13.0,5.0,2.0,6.0,13.0,100.0,79.0,187.0,18.0,13.0,9.0,7.0,1.0,3.0,210.0,63.0,261.0,18.0,13.0,11.0,12.0,11.0,12.0,420.0,95.0,106.0,6.0,17.0,7.0,11.0,10.0,16.0,310.0,156.0,160.0,22.0,1.0,7.0,2.0,17.0,18.0,228.0,106.0,138.0,27.0,11.0,17.0,18.0,7.0,0.0,185.0,110.0,209.0,11.0,6.0,9.0,1.0,6.0,1.0,217.0,142.0,118.0,51413.896655717355
0,27,19,15,2,1.0,11.0,585.0,108.0,209.0,2.0,3.0,15.0,4.0,8.0,19.0,33.0,138.0,234.0,21.0,13.0,20.0,4.0,19.0,8.0,7.0,42.0,41.0,12.0,10.0,0.0,18.0,4.0,14.0,587.0,126.0,63.0,28.0,2.0,0.0,0.0,1.0,0.0,318.0,118.0,277.0,11.0,14.0,0.0,15.0,11.0,4.0,489.0,119.0,81.0,28.0,18.0,12.0,8.0,0.0,19.0,401.0,99.0,168.0,23.0,18.0,10.0,7.0,15.0,6.0,99.0,119.0,56.0,8.0,2.0,14.0,9.0,15.0,3.0,596.0,99.0,209.0,21.0,5.0,16.0,20.0,8.0,10.0,52.0,43.0,171.0,49619.62916542135
0,22,19,9,8,9.0,9.0,262.0,91.0,4.0,11.0,14.0,15.0,8.0,13.0,17.0,364.0,135.0,106.0,14.0,20.0,4.0,4.0,5.0,7.0,88.0,124.0,71.0,6.0,4.0,17.0,1.0,7.0,14.0,450.0,196.0,122.0,19.0,11.0,10.0,12.0,14.0,0.0,303.0,39.0,196.0,13.0,9.0,6.0,12.0,8.0,14.0,314.0,101.0,94.0,24.0,17.0,16.0,3.0,1.0,9.0,285.0,36.0,50.0,21.0,17.0,17.0,9.0,3.0,3.0,33.0,65.0,90.0,18.0,3.0,7.0,13.0,11.0,16.0,547.0,37.0,216.0,23.0,11.0,14.0,2.0,14.0,5.0,436.0,121.0,135.0,355715.3281768
0,21,13,9,15,4.0,14.0,21.0,95.0,77.0,28.0,3.0,20.0,7.0,8.0,20.0,354.0,16.0,53.0,15.0,17.0,10.0,4.0,14.0,8.0,72.0,93.0,1.0,3.0,20.0,19.0,6.0,12.0,8.0,396.0,64.0,227.0,1.0,5.0,8.0,1.0,14.0,1.0,415.0,43.0,18.0,26.0,2.0,9.0,20.0,8.0,13.0,487.0,133.0,121.0,11.0,20.0,15.0,0.0,10.0,1.0,117.0,109.0,276.0,24.0,11.0,9.0,7.0,11.0,16.0,29.0,129.0,285.0,6.0,16.0,20.0,3.0,4.0,15.0,464.0,25.0,200.0,16.0,11.0,16.0,20.0,16.0,13.0,363.0,133.0,68.0,832103.2056320062
0,19,5,9,8,1.0,15.0,315.0,56.0,117.0,10.0,10.0,12.0,14.0,13.0,7.0,337.0,21.0,94.0,15.0,15.0,3.0,9.0,10.0,6.0,330.0,137.0,65.0,22.0,14.0,4.0,5.0,6.0,5.0,231.0,39.0,162.0,29.0,9.0,5.0,4.0,5.0,6.0,564.0,149.0,146.0,20.0,5.0,8.0,7.0,11.0,11.0,355.0,20.0,148.0,13.0,4.0,12.0,4.0,19.0,1.0,58.0,107.0,158.0,14.0,14.0,18.0,9.0,20.0,13.0,371.0,139.0,158.0,2.0,18.0,9.0,3.0,4.0,6.0,350.0,121.0,139.0,14.0,8.0,15.0,8.0,13.0,10.0,208.0,61.0,111.0,70232.2964871832
0,28,3,6,4,9.0,17.0,526.0,103.0,266.0,24.0,15.0,17.0,15.0,1.0,11.0,354.0,73.0,11.0,30.0,12.0,4.0,10.0,8.0,5.0,33.0,76.0,122.0,21.0,16.0,4.0,6.0,3.0,8.0,235.0,195.0,33.0,3.0,16.0,1.0,19.0,7.0,14.0,559.0,43.0,119.0,12.0,11.0,18.0,7.0,19.0,1.0,509.0,39.0,64.0,23.0,4.0,17.0,10.0,19.0,19.0,65.0,61.0,57.0,22.0,11.0,11.0,3.0,15.0,7.0,29.0,59.0,231.0,25.0,8.0,20.0,14.0,11.0,1.0,469.0,158.0,187.0,3.0,12.0,19.0,7.0,11.0,10.0,62.0,160.0,288.0,53595.257965745855
0,16,4,13,4,4.0,10.0,554.0,96.0,173.0,11.0,4.0,3.0,12.0,11.0,6.0,263.0,88.0,240.0,24.0,9.0,11.0,9.0,17.0,4.0,13.0,132.0,240.0,5.0,9.0,16.0,5.0,5.0,10.0,95.0,51.0,60.0,18.0,9.0,2.0,11.0,9.0,1.0,327.0,73.0,242.0,15.0,0.0,15.0,8.0,6.0,0.0,334.0,93.0,110.0,10.0,13.0,15.0,14.0,3.0,13.0,99.0,49.0,189.0,19.0,11.0,6.0,16.0,5.0,16.0,219.0,47.0,114.0,8.0,16.0,17.0,11.0,6.0,11.0,216.0,135.0,199.0,26.0,8.0,15.0,10.0,10.0,14.0,563.0,52.0,266.0,52846.0261034377
0,11,6,19,15,4.0,14.0,145.0,105.0,238.0,8.0,0.0,10.0,13.0,8.0,12.0,354.0,143.0,209.0,13.0,6.0,11.0,16.0,10.0,15.0,378.0,47.0,126.0,15.0,7.0,2.0,4.0,12.0,16.0,256.0,106.0,127.0,29.0,9.0,12.0,6.0,8.0,16.0,267.0,151.0,244.0,22.0,7.0,11.0,10.0,5.0,17.0,504.0,27.0,110.0,16.0,18.0,9.0,18.0,17.0,1.0,380.0,159.0,250.0,29.0,11.0,5.0,13.0,14.0,2.0,411.0,31.0,145.0,20.0,9.0,20.0,7.0,16.0,1.0,20.0,19.0,121.0,27.0,5.0,4.0,15.0,17.0,14.0,488.0,16.0,57.0,358621.61224372726
0,23,6,13,18,8.0,15.0,269.0,110.0,94.0,10.0,19.0,20.0,1.0,9.0,11.0,197.0,36.0,203.0,14.0,3.0,1.0,11.0,10.0,4.0,374.0,169.0,105.0,30.0,15.0,12.0,7.0,15.0,14.0,205.0,122.0,51.0,10.0,8.0,7.0,16.0,12.0,15.0,396.0,97.0,252.0,12.0,0.0,11.0,0.0,16.0,14.0,336.0,43.0,299.0,22.0,18.0,10.0,10.0,13.0,0.0,136.0,53.0,212.0,17.0,0.0,7.0,2.0,9.0,19.0,100.0,144.0,45.0,10.0,16.0,12.0,16.0,2.0,0.0,43.0,19.0,119.0,3.0,5.0,0.0,13.0,9.0,11.0,448.0,61.0,100.0,45749.373697359515
0,14,7,9,5,0.0,19.0,406.0,82.0,89.0,11.0,13.0,1.0,16.0,13.0,12.0,24.0,84.0,90.0,17.0,12.0,15.0,9.0,1.0,6.0,566.0,16.0,182.0,6.0,13.0,10.0,5.0,12.0,16.0,4.0,26.0,34.0,29.0,9.0,5.0,15.0,17.0,1.0,210.0,197.0,216.0,26.0,4.0,16.0,2.0,8.0,6.0,355.0,12.0,225.0,20.0,20.0,8.0,17.0,19.0,3.0,247.0,57.0,239.0,14.0,10.0,3.0,14.0,3.0,16.0,54.0,91.0,209.0,25.0,18.0,3.0,19.0,11.0,6.0,134.0,106.0,80.0,18.0,13.0,16.0,2.0,17.0,13.0,214.0,69.0,271.0,42787.50060383246
0,24,6,19,6,1.0,5.0,371.0,73.0,31.0,8.0,3.0,6.0,12.0,4.0,5.0,287.0,122.0,124.0,15.0,0.0,2.0,7.0,1.0,16.0,275.0,33.0,106.0,14.0,12.0,6.0,4.0,12.0,11.0,188.0,134.0,162.0,18.0,7.0,6.0,8.0,4.0,5.0,564.0,138.0,18.0,19.0,5.0,9.0,1.0,7.0,11.0,322.0,133.0,145.0,13.0,14.0,14.0,4.0,6.0,1.0,117.0,107.0,158.0,18.0,13.0,11.0,4.0,9.0,15.0,484.0,156.0,279.0,18.0,16.0,10.0,12.0,4.0,11.0,54.0,111.0,139.0,14.0,13.0,14.0,20.0,13.0,17.0,329.0,70.0,92.0,44810.03307023004
0,21,12,11,3,6.0,14.0,274.0,30.0,65.0,19.0,1.0,17.0,6.0,3.0,17.0,134.0,129.0,4.0,10.0,14.0,12.0,7.0,1.0,17.0,30.0,152.0,112.0,13.0,16.0,16.0,11.0,17.0,2.0,426.0,72.0,191.0,18.0,13.0,17.0,14.0,0.0,3.0,172.0,60.0,262.0,4.0,13.0,9.0,13.0,3.0,6.0,294.0,139.0,215.0,23.0,7.0,1.0,11.0,10.0,4.0,200.0,173.0,69.0,22.0,13.0,9.0,14.0,13.0,16.0,418.0,154.0,260.0,26.0,4.0,7.0,7.0,6.0,14.0,466.0,49.0,1.0,22.0,20.0,11.0,0.0,14.0,2.0,537.0,117.0,118.0,81867.5123618356
0,18,15,15,2,13.0,18.0,519.0,95.0,202.0,15.0,10.0,17.0,4.0,13.0,18.0,337.0,196.0,117.0,16.0,10.0,13.0,15.0,8.0,3.0,336.0,152.0,72.0,23.0,14.0,16.0,2.0,4.0,19.0,329.0,103.0,140.0,28.0,12.0,4.0,18.0,0.0,1.0,432.0,72.0,262.0,14.0,13.0,6.0,12.0,14.0,18.0,426.0,119.0,118.0,13.0,13.0,7.0,16.0,11.0,4.0,310.0,29.0,114.0,2.0,9.0,18.0,7.0,18.0,16.0,178.0,106.0,114.0,4.0,9.0,17.0,8.0,7.0,14.0,264.0,47.0,82.0,10.0,6.0,13.0,13.0,6.0,1.0,169.0,120.0,216.0,52955.74585050679
0,24,20,19,16,9.0,15.0,521.0,187.0,266.0,8.0,5.0,1.0,3.0,4.0,1.0,305.0,151.0,132.0,16.0,14.0,3.0,10.0,6.0,5.0,183.0,85.0,182.0,23.0,6.0,18.0,5.0,5.0,14.0,158.0,33.0,143.0,18.0,7.0,3.0,10.0,18.0,7.0,97.0,190.0,82.0,17.0,10.0,10.0,17.0,2.0,7.0,364.0,39.0,220.0,23.0,0.0,14.0,15.0,6.0,12.0,401.0,25.0,23.0,19.0,0.0,20.0,2.0,3.0,19.0,54.0,99.0,15.0,18.0,17.0,1.0,12.0,14.0,17.0,497.0,148.0,244.0,14.0,3.0,2.0,10.0,19.0,17.0,17.0,75.0,227.0,45960.88149909575
0,9,7,17,7,2.0,11.0,554.0,89.0,89.0,2.0,8.0,12.0,3.0,1.0,5.0,152.0,103.0,124.0,19.0,0.0,8.0,7.0,3.0,3.0,198.0,16.0,208.0,0.0,13.0,7.0,4.0,12.0,15.0,177.0,104.0,110.0,17.0,3.0,1.0,5.0,13.0,5.0,210.0,166.0,225.0,30.0,11.0,3.0,7.0,4.0,2.0,263.0,198.0,225.0,3.0,13.0,15.0,7.0,3.0,8.0,339.0,31.0,159.0,22.0,15.0,9.0,16.0,3.0,14.0,151.0,138.0,293.0,4.0,16.0,14.0,11.0,12.0,13.0,382.0,99.0,169.0,21.0,6.0,13.0,2.0,19.0,17.0,1.0,51.0,82.0,49964.0357154909
0,21,2,10,6,13.0,3.0,351.0,80.0,289.0,10.0,7.0,20.0,13.0,8.0,7.0,308.0,87.0,124.0,12.0,20.0,3.0,14.0,5.0,7.0,366.0,51.0,202.0,27.0,17.0,16.0,7.0,8.0,14.0,458.0,134.0,134.0,19.0,8.0,0.0,12.0,14.0,9.0,291.0,63.0,216.0,16.0,7.0,5.0,11.0,4.0,0.0,263.0,114.0,117.0,28.0,4.0,1.0,14.0,4.0,8.0,401.0,119.0,250.0,26.0,13.0,3.0,1.0,4.0,11.0,411.0,121.0,145.0,16.0,17.0,1.0,14.0,20.0,12.0,350.0,19.0,280.0,22.0,11.0,2.0,1.0,3.0,17.0,198.0,16.0,187.0,47798.78930257505
